prodid,category,date,sales
PT-89474,Douche bag,11/1/2008,19120
PT-89474,Douche bag,12/1/2008,4500
PT-90860,Muscle Relaxing,1/1/2008,7832
PT-90860,Muscle Relaxing,2/1/2008,7288
PT-90860,Muscle Relaxing,3/1/2008,11662
PT-90860,Muscle Relaxing,4/1/2008,10633
PT-90860,Muscle Relaxing,5/1/2008,11363
PT-90860,Muscle Relaxing,6/1/2008,13969
PT-90860,Muscle Relaxing,7/1/2008,9761
PT-90860,Muscle Relaxing,8/1/2008,13142
PT-90860,Muscle Relaxing,9/1/2008,16744
PT-90860,Muscle Relaxing,10/1/2008,13720
PT-90860,Muscle Relaxing,11/1/2008,22712
PT-90860,Muscle Relaxing,12/1/2008,10200
PT-90993,Liver protector,1/1/2008,3356
PT-90993,Liver protector,2/1/2008,4418
PT-90993,Liver protector,3/1/2008,6472
PT-90993,Liver protector,4/1/2008,7402
PT-90993,Liver protector,5/1/2008,4615
PT-90993,Liver protector,6/1/2008,7281
PT-90993,Liver protector,7/1/2008,7956
PT-90993,Liver protector,8/1/2008,9917
PT-90993,Liver protector,9/1/2008,6440
PT-90993,Liver protector,10/1/2008,4798
PT-90993,Liver protector,11/1/2008,6116
PT-90993,Liver protector,12/1/2008,8522
PT-91215,Heart related,1/1/2008,5345
PT-91215,Heart related,2/1/2008,9912
PT-91215,Heart related,3/1/2008,17806
PT-91215,Heart related,4/1/2008,17433
PT-91215,Heart related,5/1/2008,19561
PT-91215,Heart related,6/1/2008,21047
PT-91215,Heart related,7/1/2008,15545
PT-91215,Heart related,8/1/2008,17727
PT-91215,Heart related,9/1/2008,19530
PT-91215,Heart related,10/1/2008,25283
PT-91215,Heart related,11/1/2008,28658
PT-91215,Heart related,12/1/2008,5529
PT-92460,Stomach Protectors,1/1/2008,2796
PT-92460,Stomach Protectors,2/1/2008,14392
PT-92460,Stomach Protectors,3/1/2008,8570
PT-92460,Stomach Protectors,4/1/2008,15376
PT-92460,Stomach Protectors,5/1/2008,10675
PT-92460,Stomach Protectors,6/1/2008,8005
PT-92460,Stomach Protectors,7/1/2008,10713
PT-92460,Stomach Protectors,8/1/2008,8057
PT-92460,Stomach Protectors,9/1/2008,9407
PT-92460,Stomach Protectors,10/1/2008,9430
PT-92460,Stomach Protectors,11/1/2008,15546
PT-92460,Stomach Protectors,12/1/2008,1836
PT-92494,Stomach Protectors,1/1/2008,271
PT-92494,Stomach Protectors,2/1/2008,382
PT-92494,Stomach Protectors,3/1/2008,463
PT-92494,Stomach Protectors,4/1/2008,458
PT-92494,Stomach Protectors,5/1/2008,438
PT-92494,Stomach Protectors,6/1/2008,606
PT-92494,Stomach Protectors,7/1/2008,650
PT-92494,Stomach Protectors,8/1/2008,495
PT-92494,Stomach Protectors,9/1/2008,670
PT-92494,Stomach Protectors,10/1/2008,941
PT-92494,Stomach Protectors,11/1/2008,818
PT-92494,Stomach Protectors,12/1/2008,830
PT-92791,Stomach Protectors,1/1/2008,1505
PT-92791,Stomach Protectors,2/1/2008,8145
PT-92791,Stomach Protectors,3/1/2008,5284
PT-92791,Stomach Protectors,4/1/2008,2623
PT-92791,Stomach Protectors,5/1/2008,4586
PT-92791,Stomach Protectors,6/1/2008,2761
PT-92791,Stomach Protectors,7/1/2008,7492
PT-92791,Stomach Protectors,8/1/2008,2915
PT-92791,Stomach Protectors,9/1/2008,3474
PT-92791,Stomach Protectors,10/1/2008,3811
PT-92791,Stomach Protectors,11/1/2008,9767
PT-92791,Stomach Protectors,12/1/2008,964
PT-95625,Vitamins,1/1/2008,8632
PT-95625,Vitamins,2/1/2008,4932
PT-95625,Vitamins,3/1/2008,6128
PT-95625,Vitamins,4/1/2008,5394
PT-95625,Vitamins,5/1/2008,7010
PT-95625,Vitamins,6/1/2008,6802
PT-95625,Vitamins,7/1/2008,4210
PT-95625,Vitamins,8/1/2008,4103
PT-95625,Vitamins,9/1/2008,7513
PT-95625,Vitamins,10/1/2008,10005
PT-95625,Vitamins,11/1/2008,3364
PT-95625,Vitamins,12/1/2008,2101
PT-09936,Antiflatulent,1/1/2008,1562
PT-09936,Antiflatulent,2/1/2008,10750
PT-09936,Antiflatulent,3/1/2008,22000
PT-09936,Antiflatulent,4/1/2008,7005
PT-09936,Antiflatulent,5/1/2008,13973
PT-09936,Antiflatulent,6/1/2008,15071
PT-09936,Antiflatulent,7/1/2008,8675
PT-09936,Antiflatulent,8/1/2008,16678
PT-09936,Antiflatulent,9/1/2008,15500
PT-09936,Antiflatulent,10/1/2008,28326
PT-09936,Antiflatulent,11/1/2008,14538
PT-09936,Antiflatulent,12/1/2008,5000
PT-09985,Antiflatulent,1/1/2008,5168
PT-09985,Antiflatulent,2/1/2008,16308
PT-09985,Antiflatulent,3/1/2008,7206
PT-09985,Antiflatulent,4/1/2008,11862
PT-09985,Antiflatulent,5/1/2008,8204
PT-09985,Antiflatulent,6/1/2008,7503
PT-09985,Antiflatulent,7/1/2008,7408
PT-09985,Antiflatulent,8/1/2008,9800
PT-09985,Antiflatulent,9/1/2008,13100
PT-09985,Antiflatulent,10/1/2008,10783
PT-09985,Antiflatulent,11/1/2008,19259
PT-09985,Antiflatulent,12/1/2008,5156
PT-27524,Cough Pills,1/1/2008,5400
PT-27524,Cough Pills,2/1/2008,5500
PT-27524,Cough Pills,3/1/2008,20432
PT-27524,Cough Pills,4/1/2008,15151
PT-27524,Cough Pills,5/1/2008,10373
PT-27524,Cough Pills,6/1/2008,13816
PT-27524,Cough Pills,7/1/2008,8400
PT-27524,Cough Pills,8/1/2008,5633
PT-27524,Cough Pills,9/1/2008,10716
PT-27524,Cough Pills,10/1/2008,23002
PT-27524,Cough Pills,11/1/2008,10504
PT-27524,Cough Pills,12/1/2008,8385
PT-27540,Cough Syrop,1/1/2008,7842
PT-27540,Cough Syrop,2/1/2008,7247
PT-27540,Cough Syrop,3/1/2008,9204
PT-27540,Cough Syrop,4/1/2008,7800
PT-27540,Cough Syrop,5/1/2008,12300
PT-27540,Cough Syrop,6/1/2008,11600
PT-27540,Cough Syrop,7/1/2008,6300
PT-27540,Cough Syrop,8/1/2008,7502
PT-27540,Cough Syrop,9/1/2008,8872
PT-27540,Cough Syrop,10/1/2008,8685
PT-27540,Cough Syrop,11/1/2008,14134
PT-27540,Cough Syrop,12/1/2008,4733
PT-36004,Enema,1/1/2008,13465
PT-36004,Enema,2/1/2008,27192
PT-36004,Enema,3/1/2008,28881
PT-36004,Enema,4/1/2008,45594
PT-36004,Enema,5/1/2008,47437
PT-36004,Enema,6/1/2008,46754
PT-36004,Enema,7/1/2008,32972
PT-36004,Enema,8/1/2008,37894
PT-36004,Enema,9/1/2008,35730
PT-36004,Enema,10/1/2008,41561
PT-36004,Enema,11/1/2008,55306
PT-36004,Enema,12/1/2008,13521
PT-42838,Skin fungus,1/1/2008,2434
PT-42838,Skin fungus,2/1/2008,3819
PT-42838,Skin fungus,3/1/2008,5877
PT-42838,Skin fungus,4/1/2008,3338
PT-42838,Skin fungus,5/1/2008,4409
PT-42838,Skin fungus,6/1/2008,6193
PT-42838,Skin fungus,7/1/2008,3232
PT-42838,Skin fungus,8/1/2008,1974
PT-42838,Skin fungus,9/1/2008,8782
PT-42838,Skin fungus,10/1/2008,5960
PT-42838,Skin fungus,11/1/2008,7048
PT-42838,Skin fungus,12/1/2008,9636
PT-42960,Skin fungus,1/1/2008,6750
PT-42960,Skin fungus,2/1/2008,13065
PT-42960,Skin fungus,3/1/2008,15692
PT-42960,Skin fungus,4/1/2008,11144
PT-42960,Skin fungus,5/1/2008,8904
PT-42960,Skin fungus,6/1/2008,12442
PT-42960,Skin fungus,7/1/2008,14041
PT-42960,Skin fungus,8/1/2008,10739
PT-42960,Skin fungus,9/1/2008,16401
PT-42960,Skin fungus,10/1/2008,22848
PT-42960,Skin fungus,11/1/2008,21637
PT-42960,Skin fungus,12/1/2008,4800
PT-42978,Skin fungus,1/1/2008,17946
PT-42978,Skin fungus,2/1/2008,20320
PT-42978,Skin fungus,3/1/2008,26621
PT-42978,Skin fungus,4/1/2008,27335
PT-42978,Skin fungus,5/1/2008,24041
PT-42978,Skin fungus,6/1/2008,28271
PT-42978,Skin fungus,7/1/2008,27696
PT-42978,Skin fungus,8/1/2008,22692
PT-42978,Skin fungus,9/1/2008,33539
PT-42978,Skin fungus,10/1/2008,40814
PT-42978,Skin fungus,11/1/2008,35202
PT-42978,Skin fungus,12/1/2008,14848
PT-43067,Skin fungus,1/1/2008,3002
PT-43067,Skin fungus,2/1/2008,5928
PT-43067,Skin fungus,3/1/2008,8584
PT-43067,Skin fungus,4/1/2008,7833
PT-43067,Skin fungus,5/1/2008,6886
PT-43067,Skin fungus,6/1/2008,9440
PT-43067,Skin fungus,7/1/2008,7528
PT-43067,Skin fungus,8/1/2008,7338
PT-43067,Skin fungus,9/1/2008,9695
PT-43067,Skin fungus,10/1/2008,15756
PT-43067,Skin fungus,11/1/2008,7115
PT-43067,Skin fungus,12/1/2008,10201
PT-45575,Antidiarrheal,1/1/2008,29985
PT-45575,Antidiarrheal,2/1/2008,64323
PT-45575,Antidiarrheal,3/1/2008,80000
PT-45575,Antidiarrheal,4/1/2008,74731
PT-45575,Antidiarrheal,5/1/2008,60960
PT-45575,Antidiarrheal,6/1/2008,73000
PT-45575,Antidiarrheal,7/1/2008,64776
PT-45575,Antidiarrheal,8/1/2008,57000
PT-45575,Antidiarrheal,9/1/2008,68883
PT-45575,Antidiarrheal,10/1/2008,70307
PT-45575,Antidiarrheal,11/1/2008,78498
PT-45575,Antidiarrheal,12/1/2008,15852
PT-45583,Antidiarrheal,1/1/2008,2484
PT-45583,Antidiarrheal,2/1/2008,2600
PT-45583,Antidiarrheal,3/1/2008,3083
PT-45583,Antidiarrheal,4/1/2008,2375
PT-45583,Antidiarrheal,5/1/2008,3105
PT-45583,Antidiarrheal,6/1/2008,3190
PT-45583,Antidiarrheal,7/1/2008,3242
PT-45583,Antidiarrheal,8/1/2008,3035
PT-45583,Antidiarrheal,9/1/2008,3866
PT-45583,Antidiarrheal,10/1/2008,4576
PT-45583,Antidiarrheal,11/1/2008,4890
PT-45583,Antidiarrheal,12/1/2008,1835
PT-55186,Flu,1/1/2008,4909
PT-55186,Flu,2/1/2008,8725
PT-55186,Flu,3/1/2008,6579
PT-55186,Flu,4/1/2008,13400
PT-55186,Flu,5/1/2008,6745
PT-55186,Flu,6/1/2008,8993
PT-55186,Flu,7/1/2008,7578
PT-55186,Flu,8/1/2008,7120
PT-55186,Flu,9/1/2008,9848
PT-55186,Flu,10/1/2008,11600
PT-55186,Flu,11/1/2008,12300
PT-55186,Flu,12/1/2008,4709
PT-68569,Heart related,1/1/2008,4000
PT-68569,Heart related,2/1/2008,4544
PT-68569,Heart related,3/1/2008,4918
PT-68569,Heart related,4/1/2008,4395
PT-68569,Heart related,5/1/2008,8394
PT-68569,Heart related,6/1/2008,5905
PT-68569,Heart related,7/1/2008,3800
PT-68569,Heart related,8/1/2008,3195
PT-68569,Heart related,9/1/2008,3758
PT-68569,Heart related,10/1/2008,3901
PT-68569,Heart related,11/1/2008,3070
PT-68569,Heart related,12/1/2008,2496
PT-73411,Muscle Relaxing,1/1/2008,3798
PT-73411,Muscle Relaxing,2/1/2008,4453
PT-73411,Muscle Relaxing,3/1/2008,11511
PT-73411,Muscle Relaxing,4/1/2008,10636
PT-73411,Muscle Relaxing,5/1/2008,10500
PT-73411,Muscle Relaxing,6/1/2008,8056
PT-73411,Muscle Relaxing,7/1/2008,9712
PT-73411,Muscle Relaxing,8/1/2008,11589
PT-73411,Muscle Relaxing,9/1/2008,12581
PT-73411,Muscle Relaxing,10/1/2008,14970
PT-73411,Muscle Relaxing,11/1/2008,13323
PT-73411,Muscle Relaxing,12/1/2008,4999
PT-73445,Liver Protector,1/1/2008,5872
PT-73445,Liver Protector,2/1/2008,9901
PT-73445,Liver Protector,3/1/2008,22259
PT-73445,Liver Protector,4/1/2008,15460
PT-73445,Liver Protector,5/1/2008,9445
PT-73445,Liver Protector,6/1/2008,9958
PT-73445,Liver Protector,7/1/2008,5941
PT-73445,Liver Protector,8/1/2008,9239
PT-73445,Liver Protector,9/1/2008,11352
PT-73445,Liver Protector,10/1/2008,7332
PT-73445,Liver Protector,11/1/2008,10048
PT-73445,Liver Protector,12/1/2008,6338
PT-89128,Cough Syrop,1/1/2008,14333
PT-89128,Cough Syrop,2/1/2008,17300
PT-89128,Cough Syrop,3/1/2008,22419
PT-89128,Cough Syrop,4/1/2008,17635
PT-89128,Cough Syrop,5/1/2008,15588
PT-89128,Cough Syrop,6/1/2008,15379
PT-89128,Cough Syrop,7/1/2008,17064
PT-89128,Cough Syrop,8/1/2008,21500
PT-89128,Cough Syrop,9/1/2008,24868
PT-89128,Cough Syrop,10/1/2008,28325
PT-89128,Cough Syrop,11/1/2008,28262
PT-89128,Cough Syrop,12/1/2008,8516
PT-91934,Laxative,1/1/2008,2424
PT-91934,Laxative,2/1/2008,3398
PT-91934,Laxative,3/1/2008,4774
PT-91934,Laxative,4/1/2008,6048
PT-91934,Laxative,5/1/2008,4534
PT-91934,Laxative,6/1/2008,7238
PT-91934,Laxative,7/1/2008,5751
PT-91934,Laxative,8/1/2008,7222
PT-91934,Laxative,9/1/2008,5623
PT-91934,Laxative,10/1/2008,9717
PT-91934,Laxative,11/1/2008,8520
PT-91934,Laxative,12/1/2008,2871
PT-91983,Liver Protector,1/1/2008,10280
PT-91983,Liver Protector,2/1/2008,13211
PT-91983,Liver Protector,3/1/2008,16179
PT-91983,Liver Protector,4/1/2008,12452
PT-91983,Liver Protector,5/1/2008,19800
PT-91983,Liver Protector,6/1/2008,19325
PT-91983,Liver Protector,7/1/2008,16046
PT-91983,Liver Protector,8/1/2008,14465
PT-91983,Liver Protector,9/1/2008,42000
PT-91983,Liver Protector,10/1/2008,35552
PT-91983,Liver Protector,11/1/2008,20760
PT-91983,Liver Protector,12/1/2008,11956
PT-92676,Liver Protector,1/1/2008,710
PT-92676,Liver Protector,2/1/2008,5417
PT-92676,Liver Protector,3/1/2008,4653
PT-92676,Liver Protector,4/1/2008,6093
PT-92676,Liver Protector,5/1/2008,9014
PT-92676,Liver Protector,6/1/2008,7333
PT-92676,Liver Protector,7/1/2008,5543
PT-92676,Liver Protector,8/1/2008,4855
PT-92676,Liver Protector,9/1/2008,4855
PT-92676,Liver Protector,10/1/2008,9423
PT-92676,Liver Protector,11/1/2008,9947
PT-92676,Liver Protector,12/1/2008,7152
PT-00166,Heart related,1/1/2009,1164
PT-00166,Heart related,2/1/2009,2700
PT-00166,Heart related,3/1/2009,3009
PT-00166,Heart related,4/1/2009,3628
PT-00166,Heart related,5/1/2009,3959
PT-00166,Heart related,6/1/2009,3652
PT-00166,Heart related,7/1/2009,3376
PT-00166,Heart related,8/1/2009,2700
PT-00166,Heart related,9/1/2009,4575
PT-00166,Heart related,10/1/2009,4082
PT-00166,Heart related,11/1/2009,5584
PT-00166,Heart related,12/1/2009,2300
PT-09217,Vitamins,1/1/2009,8834
PT-09217,Vitamins,2/1/2009,6019
PT-09217,Vitamins,3/1/2009,8780
PT-09217,Vitamins,4/1/2009,11817
PT-09217,Vitamins,5/1/2009,14424
PT-09217,Vitamins,6/1/2009,13500
PT-09217,Vitamins,7/1/2009,17333
PT-09217,Vitamins,8/1/2009,7500
PT-09217,Vitamins,9/1/2009,7519
PT-09217,Vitamins,10/1/2009,10700
PT-09217,Vitamins,11/1/2009,9800
PT-09217,Vitamins,12/1/2009,10180
PT-36608,Enema,1/1/2009,5250
PT-36608,Enema,2/1/2009,3055
PT-36608,Enema,3/1/2009,8578
PT-36608,Enema,4/1/2009,7320
PT-36608,Enema,5/1/2009,10570
PT-36608,Enema,6/1/2009,10158
PT-36608,Enema,7/1/2009,10800
PT-36608,Enema,8/1/2009,5320
PT-36608,Enema,9/1/2009,7315
PT-36608,Enema,10/1/2009,13073
PT-36608,Enema,11/1/2009,7379
PT-36608,Enema,12/1/2009,2900
PT-43000,Skin fungus,1/1/2009,4500
PT-43000,Skin fungus,2/1/2009,13878
PT-43000,Skin fungus,3/1/2009,20830
PT-43000,Skin fungus,4/1/2009,20095
PT-43000,Skin fungus,5/1/2009,27974
PT-43000,Skin fungus,6/1/2009,27315
PT-43000,Skin fungus,7/1/2009,28800
PT-43000,Skin fungus,8/1/2009,23612
PT-43000,Skin fungus,9/1/2009,41159
PT-43000,Skin fungus,10/1/2009,43300
PT-43000,Skin fungus,11/1/2009,47900
PT-43000,Skin fungus,12/1/2009,11082
PT-43505,Flu,1/1/2009,5775
PT-43505,Flu,2/1/2009,6652
PT-43505,Flu,3/1/2009,9007
PT-43505,Flu,4/1/2009,7869
PT-43505,Flu,5/1/2009,9938
PT-43505,Flu,6/1/2009,12811
PT-43505,Flu,7/1/2009,6893
PT-43505,Flu,8/1/2009,6493
PT-43505,Flu,9/1/2009,10194
PT-43505,Flu,10/1/2009,13867
PT-43505,Flu,11/1/2009,13420
PT-43505,Flu,12/1/2009,4526
PT-55608,Flu,1/1/2009,6960
PT-55608,Flu,2/1/2009,11502
PT-55608,Flu,3/1/2009,10223
PT-55608,Flu,4/1/2009,8816
PT-55608,Flu,5/1/2009,10500
PT-55608,Flu,6/1/2009,9141
PT-55608,Flu,7/1/2009,5662
PT-55608,Flu,8/1/2009,11300
PT-55608,Flu,9/1/2009,9143
PT-55608,Flu,10/1/2009,13756
PT-55608,Flu,11/1/2009,16095
PT-55608,Flu,12/1/2009,4489
PT-63206,Stomach Protectors,1/1/2009,2388
PT-63206,Stomach Protectors,2/1/2009,3643
PT-63206,Stomach Protectors,3/1/2009,3570
PT-63206,Stomach Protectors,4/1/2009,4016
PT-63206,Stomach Protectors,5/1/2009,3467
PT-63206,Stomach Protectors,6/1/2009,4368
PT-63206,Stomach Protectors,7/1/2009,3044
PT-63206,Stomach Protectors,8/1/2009,3587
PT-63206,Stomach Protectors,9/1/2009,5465
PT-63206,Stomach Protectors,10/1/2009,4560
PT-63206,Stomach Protectors,11/1/2009,3500
PT-63206,Stomach Protectors,12/1/2009,1775
PT-63354,Stomach Protectors,1/1/2009,2149
PT-63354,Stomach Protectors,2/1/2009,6951
PT-63354,Stomach Protectors,3/1/2009,8520
PT-63354,Stomach Protectors,4/1/2009,7494
PT-63354,Stomach Protectors,5/1/2009,6281
PT-63354,Stomach Protectors,6/1/2009,8696
PT-63354,Stomach Protectors,7/1/2009,5746
PT-63354,Stomach Protectors,8/1/2009,6274
PT-63354,Stomach Protectors,9/1/2009,6597
PT-63354,Stomach Protectors,10/1/2009,7515
PT-63354,Stomach Protectors,11/1/2009,15538
PT-63354,Stomach Protectors,12/1/2009,1344
PT-71804,Stomach Protectors,1/1/2009,1200
PT-71804,Stomach Protectors,2/1/2009,1442
PT-71804,Stomach Protectors,3/1/2009,3672
PT-71804,Stomach Protectors,4/1/2009,1250
PT-71804,Stomach Protectors,5/1/2009,1500
PT-71804,Stomach Protectors,6/1/2009,1355
PT-71804,Stomach Protectors,7/1/2009,2538
PT-71804,Stomach Protectors,8/1/2009,1870
PT-71804,Stomach Protectors,9/1/2009,1889
PT-71804,Stomach Protectors,10/1/2009,2342
PT-71804,Stomach Protectors,11/1/2009,2577
PT-71804,Stomach Protectors,12/1/2009,500
PT-71812,Flu,1/1/2009,2434
PT-71812,Flu,2/1/2009,2278
PT-71812,Flu,3/1/2009,4887
PT-71812,Flu,4/1/2009,3295
PT-71812,Flu,5/1/2009,2500
PT-71812,Flu,6/1/2009,6302
PT-71812,Flu,7/1/2009,5548
PT-71812,Flu,8/1/2009,2762
PT-71812,Flu,9/1/2009,1400
PT-71812,Flu,10/1/2009,2294
PT-71812,Flu,11/1/2009,2329
PT-71812,Flu,12/1/2009,2200
PT-71836,Pain Killer,1/1/2009,17956
PT-71836,Pain Killer,2/1/2009,20004
PT-71836,Pain Killer,3/1/2009,36133
PT-71836,Pain Killer,4/1/2009,57000
PT-71836,Pain Killer,5/1/2009,38395
PT-71836,Pain Killer,6/1/2009,37599
PT-71836,Pain Killer,7/1/2009,30500
PT-71836,Pain Killer,8/1/2009,46841
PT-71836,Pain Killer,9/1/2009,88760
PT-71836,Pain Killer,10/1/2009,88300
PT-71836,Pain Killer,11/1/2009,61296
PT-71836,Pain Killer,12/1/2009,5400
PT-71837,Pain Killer,1/1/2009,2772
PT-71837,Pain Killer,2/1/2009,3470
PT-71837,Pain Killer,3/1/2009,3115
PT-71837,Pain Killer,4/1/2009,2463
PT-71837,Pain Killer,5/1/2009,6210
PT-71837,Pain Killer,6/1/2009,3028
PT-71837,Pain Killer,7/1/2009,3162
PT-71837,Pain Killer,8/1/2009,3000
PT-71837,Pain Killer,9/1/2009,3259
PT-71837,Pain Killer,10/1/2009,3330
PT-71837,Pain Killer,11/1/2009,7730
PT-71837,Pain Killer,12/1/2009,1248
PT-71838,Pain Killer,1/1/2009,2030
PT-71838,Pain Killer,2/1/2009,3500
PT-71838,Pain Killer,3/1/2009,3352
PT-71838,Pain Killer,4/1/2009,1800
PT-71838,Pain Killer,5/1/2009,3628
PT-71838,Pain Killer,6/1/2009,3000
PT-71838,Pain Killer,7/1/2009,3608
PT-71838,Pain Killer,8/1/2009,2962
PT-71838,Pain Killer,9/1/2009,3046
PT-71838,Pain Killer,10/1/2009,5000
PT-71838,Pain Killer,11/1/2009,4038
PT-71838,Pain Killer,12/1/2009,500
PT-71839,Sleeping Pills,1/1/2009,1656
PT-71839,Sleeping Pills,2/1/2009,2144
PT-71839,Sleeping Pills,3/1/2009,3704
PT-71839,Sleeping Pills,4/1/2009,1700
PT-71839,Sleeping Pills,5/1/2009,2080
PT-71839,Sleeping Pills,6/1/2009,2300
PT-71839,Sleeping Pills,7/1/2009,1934
PT-71839,Sleeping Pills,8/1/2009,3044
PT-71839,Sleeping Pills,9/1/2009,1788
PT-71839,Sleeping Pills,10/1/2009,3256
PT-71839,Sleeping Pills,11/1/2009,3477
PT-71839,Sleeping Pills,12/1/2009,1775
PT-71840,Laxative,1/1/2009,3142
PT-71840,Laxative,2/1/2009,21800
PT-71840,Laxative,3/1/2009,17029
PT-71840,Laxative,4/1/2009,12500
PT-71840,Laxative,5/1/2009,7202
PT-71840,Laxative,6/1/2009,11294
PT-71840,Laxative,7/1/2009,7918
PT-71840,Laxative,8/1/2009,8428
PT-71840,Laxative,9/1/2009,7325
PT-71840,Laxative,10/1/2009,8080
PT-71840,Laxative,11/1/2009,17846
PT-71840,Laxative,12/1/2009,1300
PT-71841,Laxative,1/1/2009,8400
PT-71841,Laxative,2/1/2009,18000
PT-71841,Laxative,3/1/2009,15000
PT-71841,Laxative,4/1/2009,13600
PT-71841,Laxative,5/1/2009,18369
PT-71841,Laxative,6/1/2009,12306
PT-71841,Laxative,7/1/2009,16321
PT-71841,Laxative,8/1/2009,12108
PT-71841,Laxative,9/1/2009,17572
PT-71841,Laxative,10/1/2009,18500
PT-71841,Laxative,11/1/2009,37474
PT-71841,Laxative,12/1/2009,4500
PT-71842,Soy Lecithin,1/1/2009,1200
PT-71842,Soy Lecithin,2/1/2009,1756
PT-71842,Soy Lecithin,3/1/2009,1976
PT-71842,Soy Lecithin,4/1/2009,3084
PT-71842,Soy Lecithin,5/1/2009,2903
PT-71842,Soy Lecithin,6/1/2009,3929
PT-71842,Soy Lecithin,7/1/2009,1816
PT-71842,Soy Lecithin,8/1/2009,1320
PT-71842,Soy Lecithin,9/1/2009,2773
PT-71842,Soy Lecithin,10/1/2009,3306
PT-71842,Soy Lecithin,11/1/2009,7062
PT-71842,Soy Lecithin,12/1/2009,900
PT-71843,Soy Lecithin,1/1/2009,936
PT-71843,Soy Lecithin,2/1/2009,2496
PT-71843,Soy Lecithin,3/1/2009,2695
PT-71843,Soy Lecithin,4/1/2009,2543
PT-71843,Soy Lecithin,5/1/2009,2883
PT-71843,Soy Lecithin,6/1/2009,3413
PT-71843,Soy Lecithin,7/1/2009,3814
PT-71843,Soy Lecithin,8/1/2009,1596
PT-71843,Soy Lecithin,9/1/2009,2867
PT-71843,Soy Lecithin,10/1/2009,3500
PT-71843,Soy Lecithin,11/1/2009,6500
PT-71843,Soy Lecithin,12/1/2009,1460
PT-71847,Vitamins,1/1/2009,5988
PT-71847,Vitamins,2/1/2009,17325
PT-71847,Vitamins,3/1/2009,18760
PT-71847,Vitamins,4/1/2009,11563
PT-71847,Vitamins,5/1/2009,12049
PT-71847,Vitamins,6/1/2009,15708
PT-71847,Vitamins,7/1/2009,12500
PT-71847,Vitamins,8/1/2009,11036
PT-71847,Vitamins,9/1/2009,7500
PT-71847,Vitamins,10/1/2009,14000
PT-71847,Vitamins,11/1/2009,31203
PT-71847,Vitamins,12/1/2009,6900
PT-71848,Vitamins,1/1/2009,8000
PT-71848,Vitamins,2/1/2009,16282
PT-71848,Vitamins,3/1/2009,12963
PT-71848,Vitamins,4/1/2009,14816
PT-71848,Vitamins,5/1/2009,12300
PT-71848,Vitamins,6/1/2009,13124
PT-71848,Vitamins,7/1/2009,14899
PT-71848,Vitamins,8/1/2009,11200
PT-71848,Vitamins,9/1/2009,19017
PT-71848,Vitamins,10/1/2009,9049
PT-71848,Vitamins,11/1/2009,14300
PT-71848,Vitamins,12/1/2009,2836
PT-71849,Memory Pills,1/1/2009,308
PT-71849,Memory Pills,2/1/2009,840
PT-71849,Memory Pills,3/1/2009,1452
PT-71849,Memory Pills,4/1/2009,1968
PT-71849,Memory Pills,5/1/2009,1740
PT-71849,Memory Pills,6/1/2009,2333
PT-71849,Memory Pills,7/1/2009,1252
PT-71849,Memory Pills,8/1/2009,888
PT-71849,Memory Pills,9/1/2009,1124
PT-71849,Memory Pills,10/1/2009,1343
PT-71849,Memory Pills,11/1/2009,2318
PT-71849,Memory Pills,12/1/2009,162
PT-71850,Vitamins,1/1/2009,4650
PT-71850,Vitamins,2/1/2009,12300
PT-71850,Vitamins,3/1/2009,7300
PT-71850,Vitamins,4/1/2009,7500
PT-71850,Vitamins,5/1/2009,23495
PT-71850,Vitamins,6/1/2009,11776
PT-71850,Vitamins,7/1/2009,9260
PT-71850,Vitamins,8/1/2009,19000
PT-71850,Vitamins,9/1/2009,16804
PT-71850,Vitamins,10/1/2009,27242
PT-71850,Vitamins,11/1/2009,53150
PT-71850,Vitamins,12/1/2009,7162
PT-71851,Vitamins,1/1/2009,9113
PT-71851,Vitamins,2/1/2009,14692
PT-71851,Vitamins,3/1/2009,7427
PT-71851,Vitamins,4/1/2009,7031
PT-71851,Vitamins,5/1/2009,12500
PT-71851,Vitamins,6/1/2009,12306
PT-71851,Vitamins,7/1/2009,15200
PT-71851,Vitamins,8/1/2009,14400
PT-71851,Vitamins,9/1/2009,25139
PT-71851,Vitamins,10/1/2009,19400
PT-71851,Vitamins,11/1/2009,22000
PT-71851,Vitamins,12/1/2009,8960
PT-72140,Heart related,1/1/2009,1651
PT-72140,Heart related,2/1/2009,3309
PT-72140,Heart related,3/1/2009,2474
PT-72140,Heart related,4/1/2009,3162
PT-72140,Heart related,5/1/2009,5821
PT-72140,Heart related,6/1/2009,2253
PT-72140,Heart related,7/1/2009,2370
PT-72140,Heart related,8/1/2009,2256
PT-72140,Heart related,9/1/2009,2199
PT-72140,Heart related,10/1/2009,2296
PT-72140,Heart related,11/1/2009,4188
PT-72140,Heart related,12/1/2009,2000
PT-72142,Pain Killer,1/1/2009,1416
PT-72142,Pain Killer,2/1/2009,1534
PT-72142,Pain Killer,3/1/2009,3370
PT-72142,Pain Killer,4/1/2009,2327
PT-72142,Pain Killer,5/1/2009,1933
PT-72142,Pain Killer,6/1/2009,1823
PT-72142,Pain Killer,7/1/2009,2190
PT-72142,Pain Killer,8/1/2009,2832
PT-72142,Pain Killer,9/1/2009,3696
PT-72142,Pain Killer,10/1/2009,4890
